,Result,Home_Elo,Away_Elo
576,L,1488.36499023,1564.2779541
577,D,1754.53918457,1536.89990234
578,L,1599.56738281,1903.09667969
579,W,1539.62475586,1523.8269043
580,D,1762.90625,1640.26281738
581,L,1572.01013184,1498.18200684
582,W,1702.47399902,1491.87023926
583,D,1473.95458984,1570.1854248
584,W,1543.63757324,1480.6328125
585,L,1578.48620605,1747.80151367
586,L,1559.21765137,1566.74645996
587,W,1465.32922363,1548.23693848
588,W,1905.95495605,1524.2253418
589,D,1515.21472168,1596.70910645
590,L,1514.6751709,1705.76342773
591,W,1474.83398438,1570.96691895
592,W,1569.30603027,1515.671875
593,L,1596.2520752,1555.5168457
594,W,1576.33422852,1550.74621582
595,W,1488.58081055,1521.82946777
596,W,1473.52416992,1549.62988281
597,W,1757.94641113,1480.29516602
598,W,1755.32080078,1908.35083008
599,W,1645.22265625,1533.27087402
600,W,1514.84606934,1582.23803711
601,W,1544.8425293,1487.62536621
602,L,1558.17553711,1585.16040039
603,W,1478.07299805,1649.18066406
604,W,1898.40332031,1574.63183594
605,W,1529.31286621,1507.5690918
606,W,1510.34619141,1481.97607422
607,W,1566.60852051,1765.26843262
608,W,1541.17797852,1495.56420898
609,D,1712.86950684,1760.16870117
610,W,1712.24060059,1488.71398926
611,L,1482.44018555,1535.29907227
612,L,1546.4987793,1900.85571289
613,W,1572.17932129,1550.02770996
614,L,1638.53967285,1516.10351562
615,L,1490.2434082,1582.64135742
616,W,1760.79760742,1749.23547363
617,W,1501.58288574,1601.1307373
618,L,1574.29101562,1542.20507812
619,D,1547.37255859,1715.97607422
620,L,1544.07714844,1766.63513184
621,W,1593.03186035,1470.36669922
622,W,1522.79309082,1625.95166016
623,D,1552.86767578,1510.82043457
624,L,1484.97851562,1578.12988281
625,L,1528.69140625,1904.62988281
626,L,1743.39807129,1563.62841797
627,D,1591.89331055,1542.72460938
628,W,1479.85290527,1476.21875
629,W,1776.65429688,1533.48681641
630,D,1468.20532227,1528.44885254
631,L,1537.35241699,1551.9276123
632,D,1515.45690918,1584.5065918
633,D,1587.12744141,1551.5255127
634,W,1902.46154785,1487.73425293
635,W,1471.63171387,1479.27526855
636,D,1547.52368164,1735.82873535
637,W,1723.39819336,1598.4876709
638,D,1610.14379883,1590.3885498
639,D,1478.14831543,1529.71252441
640,D,1488.90515137,1586.68615723
641,W,1532.41723633,1517.94970703
642,D,1556.71203613,1475.13134766
643,L,1553.3482666,1530.25964355
644,L,1595.10546875,1470.44458008
645,W,1586.75891113,1480.1887207
646,D,1530.95458984,1782.80114746
647,D,1597.14038086,1607.28430176
648,D,1744.95397949,1563.765625
649,W,1906.0357666,1728.73876953
650,W,1777.84936523,1595.65893555
651,W,1608.76574707,1542.93005371
652,L,1483.12585449,1592.56616211
653,W,1540.67785645,1552.76977539
654,D,1479.0736084,1535.90637207
655,D,1569.80883789,1540.97912598
656,L,1474.38146973,1910.86547852
657,W,1509.38781738,1489.9005127
658,D,1723.90893555,1582.42431641
659,D,1585.6907959,1738.9107666
660,L,1486.11206055,1785.32836914
661,D,1597.65441895,1557.2331543
662,D,1548.23571777,1478.07592773
663,D,1542.55712891,1593.02722168
664,W,1592.40405273,1477.3215332
665,W,1911.58569336,1483.70166016
666,D,1607.0904541,1572.0267334
667,L,1545.68884277,1618.61303711
668,W,1750.09362793,1522.65063477
669,L,1540.75268555,1733.35021973
670,W,1913.07629395,1560.08288574
671,W,1786.40783691,1539.49694824
672,D,1478.94604492,1470.55065918
673,W,1556.24182129,1517.72302246
674,L,1592.0592041,1601.63757324
675,D,1590.59643555,1541.87451172
676,D,1533.11560059,1479.54162598
677,L,1744.74755859,1732.63781738
678,D,1479.46557617,1593.68383789
679,L,1629.22998047,1911.42626953
680,W,1571.98864746,1529.58093262
681,L,1544.87902832,1735.13781738
682,L,1507.66442871,1587.59191895
683,W,1521.60412598,1578.74780273
684,L,1537.52197266,1477.03051758
685,W,1742.24755859,1529.98461914
686,L,1592.09594727,1579.96557617
687,D,1482.67260742,1481.0534668
688,L,1472.46618652,1626.24902344
689,D,1614.94897461,1788.3828125
690,D,1595.34020996,1912.65722656
691,W,1783.33056641,1573.22119141
692,W,1486.64990234,1495.22387695
693,D,1564.55041504,1479.24658203
694,W,1568.87060547,1524.40270996
695,W,1527.98132324,1462.81970215
696,L,1524.77832031,1536.49047852
697,D,1735.19104004,1596.5324707
698,L,1480.97949219,1743.95397949
699,D,1632.39550781,1616.5012207
700,D,1567.81665039,1637.4432373
701,D,1525.79187012,1545.46960449
702,W,1758.3380127,1505.7388916
703,D,1577.84997559,1552.80041504
704,L,1625.67797852,1480.81982422
705,L,1490.20483398,1608.84265137
706,L,1608.74523926,1581.70593262
707,W,1913.37939453,1792.92626953
708,L,1459.5559082,1756.85046387
709,L,1555.04333496,1761.76416016
710,D,1575.60705566,1612.86462402
711,W,1502.31274414,1483.77441406
712,W,1546.46069336,1783.57312012
713,W,1759.59838867,1524.80078125
714,D,1493.63317871,1490.35949707
715,W,1522.69274902,1568.22106934
716,L,1596.03674316,1922.73254395
717,W,1637.03881836,1594.41442871
718,W,1615.27294922,1456.80810547
719,D,1491.93066406,1534.1394043
720,L,1592.52941895,1622.44116211
721,D,1769.77148438,1515.03320312
722,W,1597.51953125,1551.76025391
723,W,1524.14111328,1495.89685059
724,W,1772.71704102,1579.00561523
725,D,1478.72387695,1646.59350586
726,W,1457.30969238,1495.28674316
727,D,1560.60925293,1778.48278809
