,Result,Home_Elo,Away_Elo
514,L,1658.96252441,1682.78747559
515,W,1853.65710449,1530.02258301
516,W,1921.41589355,1621.01647949
517,W,1656.33642578,1632.44970703
518,W,1967.49658203,1679.23095703
519,L,1662.20178223,1858.86633301
520,L,1856.59204102,1903.2166748
521,L,1625.31933594,1866.78369141
522,W,1922.91369629,1620.79821777
523,W,1668.00927734,1527.08752441
524,W,1727.50427246,1691.81176758
525,W,1654.28442383,1619.51867676
526,D,1662.33056641,1906.75134277
527,D,1633.10510254,1611.83325195
528,D,1649.93823242,1677.63366699
529,W,1969.09387207,1620.77685547
530,W,1689.15380859,1670.375
531,D,1617.27087402,1652.10571289
532,W,1525.30090332,1620.95739746
533,L,1621.87634277,1736.49157715
534,W,1616.90234375,1633.99694824
535,W,1907.37231445,1663.23010254
536,W,1622.88793945,1925.8203125
537,D,1883.80725098,1686.53588867
538,L,1920.68237305,1962.3026123
539,D,1681.7956543,1849.77124023
540,W,1695.21289062,1659.24072266
541,W,1616.50500488,1664.31591797
542,L,1538.1796875,1912.10571289
543,D,1877.44665527,1627.05578613
544,W,1912.18713379,1652.87158203
545,L,1615.18664551,1692.89660645
546,L,1684.70617676,1743.18139648
547,L,1623.84350586,1970.79797363
548,W,1911.36169434,1608.07873535
549,D,1636.60253906,1846.86071777
550,W,1842.8762207,1607.63623047
551,D,1606.01599121,1700.94689941
552,W,1914.79406738,1670.41101074
553,L,1757.47668457,1624.04956055
554,W,1975.2253418,1913.42431641
555,L,1653.50671387,1640.58703613
556,L,1656.7713623,1535.49133301
557,L,1651.03051758,1870.26391602
558,L,1634.23852539,1914.02819824
559,W,1700.44689941,1619.4161377
560,D,1844.9597168,1878.38903809
561,W,1606.984375,1635.17492676
562,L,1699.97851562,1904.73693848
563,D,1707.1237793,1916.81176758
564,D,1735.61108398,1917.30688477
565,W,1983.91271973,1642.90539551
566,D,1668.39318848,1557.08764648
567,W,1636.61779785,1630.95983887
568,D,1612.73925781,1645.91503906
569,L,1657.47595215,1605.55273438
570,D,1640.65197754,1646.39111328
571,W,1912.7331543,1614.13586426
572,D,1561.63659668,1645.7791748
573,W,1879.15136719,1611.99072266
574,D,1913.92126465,1691.96289062
575,W,1912.75268555,1663.84436035
576,W,1628.02355957,1738.99682617
577,D,1621.79846191,1711.20239258
578,L,1616.63769531,1986.16625977
579,L,1646.66369629,1844.1973877
580,W,1639.11083984,1710.34997559
581,W,1914.91479492,1645.07714844
582,D,1562.33850098,1698.66271973
583,W,1883.07641602,1729.76391602
584,D,1907.22143555,1660.38647461
585,D,1614.78674316,1611.95422363
586,L,1637.25646973,1608.06555176
587,D,1642.01647949,1988.01708984
588,D,1622.65087891,1848.84460449
589,D,1613.71557617,1647.40441895
590,L,1696.47338867,1886.24658203
591,L,1702.05639648,1900.15576172
592,W,1726.59375,1564.52783203
593,L,1641.16223145,1613.0255127
594,W,1981.20385742,1626.9876709
595,L,1667.45214844,1648.82971191
596,L,1618.33435059,1916.21044922
597,W,1647.93225098,1627.16723633
598,D,1844.32824707,1918.82971191
599,D,1920.13647461,1654.04016113
600,D,1918.27575684,1732.09008789
601,W,1658.75488281,1691.63500977
602,L,1559.03137207,1661.32263184
603,D,1623.24377441,1614.4083252
604,W,1912.85400391,1695.4395752
605,D,1625.47900391,1657.52697754
606,W,1621.05932617,1613.01904297
607,W,1648.10095215,1844.88220215
608,W,1891.08496094,1982.71252441
609,W,1906.77258301,1630.94384766
610,W,1833.29675293,1666.33813477
611,L,1603.62023926,1912.27502441
612,L,1684.05175781,1909.85107422
613,D,1690.67541504,1630.45800781
614,W,1738.09082031,1624.82861328
615,W,1973.83520508,1621.43591309
