,Result,Home_Elo,Away_Elo
665,W,1629.11828613,1599.50634766
666,W,1690.3425293,1637.52844238
667,L,1957.42675781,1702.28186035
668,W,1806.54394531,1649.56713867
669,L,1502.21386719,1724.88806152
670,W,1575.99365234,1665.7409668
671,D,1625.43579102,1681.35791016
672,W,1728.21740723,1546.55651855
673,D,1599.69799805,1711.31848145
674,L,1725.46862793,1678.49572754
675,W,1689.25256348,1496.34655762
676,L,1539.85253906,1714.71191406
677,D,1709.79931641,1588.64196777
678,D,1646.39746094,1734.92126465
679,L,1730.75549316,1697.79528809
680,L,1653.09265137,1809.71362305
681,L,1630.07568359,1931.4119873
682,W,1728.29663086,1625.34399414
683,D,1681.4498291,1601.21728516
684,W,1610.20812988,1742.22521973
685,D,1842.59863281,1683.02001953
686,L,1495.01135254,1631.4342041
687,L,1598.66955566,1652.54956055
688,L,1621.9765625,1945.22509766
689,W,1724.89892578,1647.52770996
690,D,1538.15979004,1704.44970703
691,D,1743.36206055,1721.20996094
692,L,1717.83166504,1699.14697266
693,L,1637.95324707,1701.35021973
694,L,1718.48425293,1734.47338867
695,D,1947.69812012,1624.48120117
696,D,1660.64013672,1541.25927734
697,L,1688.5357666,1741.17895508
698,W,1723.39306641,1590.57910156
699,L,1641.64123535,1837.08288574
700,W,1727.95214844,1484.80432129
701,W,1619.50354004,1698.4942627
702,W,1584.92712402,1636.95776367
703,L,1545.58056641,1624.41430664
704,W,1835.3626709,1940.95996094
705,W,1480.9440918,1674.60437012
706,L,1632.16760254,1628.12036133
707,W,1751.37072754,1655.8302002
708,L,1689.38879395,1731.3236084
709,W,1719.87084961,1732.69934082
710,W,1744.36071777,1705.48815918
711,W,1695.71289062,1634.65771484
712,D,1931.67492676,1501.25756836
713,L,1651.37084961,1732.02734375
714,D,1654.29101562,1755.83007812
715,L,1641.43896484,1844.64770508
716,W,1720.54284668,1535.33703613
717,W,1628.87121582,1754.13598633
718,W,1742.76965332,1593.01367188
719,D,1618.84887695,1677.94274902
720,L,1502.64099121,1629.64245605
721,W,1834.2286377,1611.55249023
722,L,1579.7043457,1648.18725586
723,D,1736.46569824,1711.79528809
724,W,1619.88269043,1633.61035156
725,L,1670.32177734,1919.51806641
726,L,1743.53479004,1631.3046875
727,W,1731.86230469,1741.16162109
728,D,1522.92114258,1689.51147461
729,W,1666.90588379,1496.57409668
730,W,1686.28820801,1626.60595703
731,W,1922.93383789,1526.14453125
732,W,1658.81359863,1731.30456543
733,W,1608.29125977,1741.3548584
734,L,1713.96789551,1837.48999023
735,D,1643.53479004,1734.29309082
736,W,1731.66918945,1626.88708496
737,D,1635.70935059,1569.07800293
738,L,1532.26428223,1652.27856445
739,W,1857.67272949,1678.84240723
740,D,1628.94128418,1719.29418945
741,W,1499.82849121,1633.50915527
742,L,1579.94604492,1930.44006348
743,D,1739.2734375,1746.75158691
744,W,1626.99560547,1675.10241699
745,W,1740.48706055,1711.89331055
746,W,1724.05517578,1640.03210449
747,W,1747.91577148,1523.54553223
748,W,1514.27856445,1860.59973145
749,D,1666.98596191,1630.15112305
750,W,1660.99731445,1635.11206055
751,W,1934.31542969,1732.43469238
752,D,1631.65270996,1746.3861084
753,D,1619.0592041,1576.07067871
754,L,1718.08435059,1705.9942627
755,D,1675.91540527,1738.10925293
756,W,1846.14904785,1751.12695312
757,L,1520.33435059,1616.31359863
758,W,1715.53723145,1664.45275879
759,L,1744.68127441,1936.84094238
760,L,1578.81640625,1528.72912598
761,W,1729.90917969,1676.12487793
762,L,1626.47644043,1708.54138184
763,L,1632.68432617,1669.63293457
764,D,1737.89978027,1633.35754395
765,L,1733.69604492,1944.78552246
766,L,1723.14770508,1746.72875977
767,W,1736.73669434,1623.19970703
768,L,1624.24414062,1539.46704102
769,L,1568.07849121,1670.84802246
770,L,1735.18603516,1850.54724121
771,L,1616.07385254,1637.5612793
772,L,1513.44824219,1656.84228516
773,W,1718.94396973,1678.07299805
