,Result,Home_Elo,Away_Elo
743,D,1749.02954102,1706.94628906
744,L,1565.28686523,1464.44445801
745,D,1541.54455566,1769.9029541
746,L,1711.13586426,1526.38671875
747,L,1620.24389648,1850.65209961
748,W,1668.65856934,1548.32080078
749,L,1464.44445801,1542.21887207
750,W,1960.51171875,1457.02282715
751,W,1709.77600098,1697.5769043
752,W,1539.94567871,1746.19970703
753,W,1456.54760742,1455.65148926
754,L,1570.09521484,1672.53295898
755,L,1765.38085938,1744.86975098
756,W,1856.18383789,1546.06677246
757,L,1601.29467773,1844.73815918
758,W,1544.44641113,1614.71228027
759,W,1549.64038086,1555.11999512
760,L,1457.33276367,1961.77197266
761,L,1756.46923828,1858.43066406
762,L,1549.11181641,1557.31347656
763,W,1590.15576172,1552.65722656
764,D,1483.72009277,1557.21862793
765,W,1598.41992188,1755.3515625
766,L,1680.2010498,1849.18286133
767,W,1737.27648926,1501.88867188
768,W,1962.09313965,1748.39074707
769,W,1863.80395508,1721.95959473
770,D,1543.30126953,1607.53161621
771,W,1684.25842285,1455.98022461
