,0
491,1.0584774017333984
492,1.0569748878479004
493,1.0579084157943726
494,1.057208776473999
495,1.0559792518615723
496,1.0570143461227417
497,1.0578670501708984
498,1.0566045045852661
499,1.056523323059082
500,1.0559874773025513
501,1.0587201118469238
502,1.05805504322052
503,1.0560561418533325
504,1.0577839612960815
505,1.0569548606872559
506,1.0566604137420654
507,1.0575019121170044
508,1.0585293769836426
509,1.055443286895752
510,1.0571238994598389
511,1.0576506853103638
512,1.0560171604156494
513,1.056891679763794
514,1.0579948425292969
515,1.0568736791610718
516,1.0561057329177856
517,1.0565428733825684
518,1.0578616857528687
519,1.056450605392456
520,1.0565369129180908
521,1.0576856136322021
522,1.057313323020935
523,1.0569636821746826
524,1.0583041906356812
525,1.0562056303024292
526,1.0562611818313599
527,1.0563533306121826
528,1.0573586225509644
529,1.0565613508224487
530,1.058003544807434
531,1.059645414352417
532,1.0562443733215332
533,1.0563135147094727
534,1.055407166481018
535,1.053788661956787
536,1.0573443174362183
537,1.056576132774353
538,1.0552200078964233
539,1.0574193000793457
540,1.057385802268982
541,1.0549222230911255
542,1.0563989877700806
543,1.0562556982040405
544,1.0567692518234253
545,1.0551049709320068
546,1.056719183921814
547,1.0555986166000366
548,1.057722806930542
549,1.0572254657745361
550,1.0570684671401978
551,1.0563199520111084
552,1.0555099248886108
553,1.057681679725647
554,1.0556010007858276
555,1.0571414232254028
556,1.0577542781829834
557,1.057271957397461
558,1.05728280544281
559,1.0563303232192993
560,1.0566580295562744
561,1.0563498735427856
562,1.0553417205810547
563,1.056776762008667
564,1.0562925338745117
565,1.0546939373016357
566,1.0565582513809204
567,1.0549054145812988
568,1.0567506551742554
569,1.0562994480133057
570,1.056369662284851
571,1.0586076974868774
572,1.0564591884613037
573,1.0570799112319946
574,1.0557554960250854
575,1.0566424131393433
576,1.0559059381484985
577,1.0561718940734863
578,1.0579479932785034
579,1.0576040744781494
580,1.0567198991775513
581,1.0549097061157227
582,1.0546447038650513
583,1.057652473449707
584,1.0549085140228271
585,1.0552988052368164
586,1.0557057857513428
587,1.055696964263916
588,1.0551799535751343
589,1.0556654930114746
590,1.055700421333313
591,1.0555193424224854
592,1.0551197528839111
593,1.0556535720825195
594,1.0553480386734009
595,1.0559841394424438
596,1.0550997257232666
597,1.0557830333709717
598,1.0558360815048218
599,1.055080771446228
600,1.0564920902252197
601,1.054611086845398
602,1.0577392578125
603,1.0561109781265259
604,1.0535414218902588
605,1.0552005767822266
606,1.0549741983413696
607,1.0544731616973877
608,1.0544453859329224
609,1.0542312860488892
610,1.0535305738449097
611,1.0553009510040283
612,1.055843710899353
613,1.0560023784637451
614,1.0526342391967773
615,1.0555591583251953
616,1.0529149770736694
617,1.0549612045288086
618,1.0534659624099731
619,1.055869221687317
620,1.0547592639923096
621,1.0546133518218994
622,1.0527492761611938
623,1.0557738542556763
624,1.055385708808899
625,1.0546776056289673
626,1.0551315546035767
627,1.0538562536239624
628,1.0531202554702759
629,1.0539054870605469
630,1.0525802373886108
631,1.0542603731155396
632,1.0535895824432373
633,1.0566236972808838
634,1.0560442209243774
635,1.0559135675430298
636,1.0541436672210693
637,1.0544192790985107
638,1.0552185773849487
639,1.0558726787567139
640,1.0537718534469604
641,1.0552986860275269
642,1.0544041395187378
643,1.0544005632400513
644,1.054101824760437
645,1.0554548501968384
646,1.0543935298919678
647,1.0528942346572876
648,1.0551203489303589
649,1.0519872903823853
650,1.054167628288269
651,1.054918646812439
652,1.054147481918335
653,1.0552504062652588
654,1.0538004636764526
655,1.0543006658554077
656,1.0549079179763794
657,1.0531108379364014
658,1.0518981218338013
659,1.056017518043518
660,1.0532245635986328
661,1.0558218955993652
662,1.0539606809616089
663,1.0546119213104248
664,1.052865982055664
665,1.0543640851974487
666,1.0527998208999634
667,1.0541377067565918
668,1.0531935691833496
669,1.053489327430725
670,1.0553566217422485
671,1.0533488988876343
672,1.0546798706054688
673,1.0519112348556519
674,1.0532081127166748
675,1.0536748170852661
676,1.0526281595230103
677,1.0538361072540283
678,1.0530985593795776
679,1.0536402463912964
680,1.0529885292053223
681,1.052352786064148
682,1.0533260107040405
683,1.0527983903884888
684,1.0529232025146484
685,1.0536859035491943
686,1.054316520690918
687,1.0539908409118652
688,1.054404377937317
689,1.0546510219573975
690,1.0531758069992065
691,1.0536059141159058
692,1.0526880025863647
693,1.052609920501709
694,1.053709864616394
695,1.0535231828689575
696,1.0526200532913208
697,1.0537296533584595
698,1.0518778562545776
699,1.0526070594787598
700,1.0531576871871948
701,1.052753210067749
702,1.0529837608337402
703,1.0522966384887695
704,1.052324652671814
705,1.0520094633102417
706,1.0522892475128174
707,1.0511114597320557
708,1.0504345893859863
709,1.0522323846817017
710,1.0542850494384766
711,1.0534776449203491
712,1.055445909500122
713,1.0532288551330566
714,1.0519537925720215
715,1.0520588159561157
716,1.0525821447372437
717,1.0532962083816528
718,1.051708698272705
719,1.0510520935058594
720,1.0509780645370483
721,1.052137017250061
722,1.051924467086792
723,1.0513347387313843
724,1.0509370565414429
725,1.0505512952804565
726,1.051101803779602
727,1.0530208349227905
728,1.0540931224822998
729,1.0537389516830444
730,1.0523333549499512
731,1.0528740882873535
732,1.052544355392456
733,1.052170991897583
734,1.0530645847320557
735,1.0535900592803955
736,1.0516072511672974
737,1.0515265464782715
738,1.050652265548706
739,1.053253173828125
740,1.0497454404830933
741,1.0521098375320435
742,1.052172064781189
743,1.0522069931030273
744,1.0521924495697021
745,1.0511484146118164
746,1.0520635843276978
747,1.0510969161987305
748,1.0516743659973145
749,1.052059531211853
750,1.0527406930923462
751,1.0509655475616455
752,1.0521222352981567
753,1.050355076789856
754,1.05218505859375
755,1.0511775016784668
756,1.053127408027649
757,1.0516277551651
758,1.051159381866455
759,1.051865816116333
760,1.049883246421814
761,1.0499787330627441
762,1.0515698194503784
763,1.051078200340271
764,1.0522345304489136
765,1.0507036447525024
766,1.0511709451675415
767,1.0506842136383057
768,1.053128719329834
769,1.0491341352462769
770,1.0500129461288452
771,1.048447608947754
772,1.0516623258590698
773,1.0513182878494263
774,1.0505489110946655
775,1.0495673418045044
776,1.051267147064209
777,1.0509988069534302
778,1.0506466627120972
779,1.0502249002456665
780,1.051054835319519
781,1.0515731573104858
782,1.0499508380889893
783,1.049812912940979
784,1.0513646602630615
785,1.0497201681137085
786,1.0487748384475708
787,1.050387978553772
788,1.0496865510940552
789,1.05275297164917
790,1.0522284507751465
791,1.050518274307251
792,1.0498713254928589
793,1.0504021644592285
794,1.0506168603897095
795,1.0499637126922607
796,1.0505568981170654
797,1.0507590770721436
798,1.0499149560928345
799,1.050660252571106
800,1.0501524209976196
801,1.0506802797317505
802,1.0485213994979858
803,1.0502070188522339
804,1.0495415925979614
805,1.0492103099822998
806,1.0495136976242065
807,1.0503727197647095
808,1.0514302253723145
809,1.050215482711792
810,1.047971248626709
811,1.0494506359100342
812,1.0474824905395508
813,1.0484895706176758
814,1.0487951040267944
815,1.0474708080291748
816,1.04767906665802
817,1.0490776300430298
818,1.0512417554855347
819,1.0498008728027344
820,1.0487196445465088
821,1.0485607385635376
822,1.0491083860397339
823,1.047909140586853
824,1.0498929023742676
825,1.0495022535324097
826,1.046858787536621
827,1.0498945713043213
828,1.0490639209747314
829,1.0484029054641724
830,1.0470370054244995
831,1.0487219095230103
832,1.050066590309143
833,1.0483496189117432
834,1.0484665632247925
835,1.0479602813720703
836,1.0485223531723022
837,1.0485306978225708
838,1.0484949350357056
839,1.0483485460281372
840,1.048506259918213
841,1.0467876195907593
842,1.0487849712371826
843,1.0489486455917358
844,1.048424243927002
845,1.050371527671814
846,1.0474953651428223
847,1.0498638153076172
848,1.0491701364517212
849,1.0480592250823975
850,1.0472993850708008
851,1.051085352897644
852,1.0482101440429688
853,1.0473074913024902
854,1.0466339588165283
855,1.0466850996017456
856,1.045939564704895
857,1.0465368032455444
858,1.0474574565887451
859,1.0476816892623901
860,1.0487827062606812
861,1.0489163398742676
862,1.0455925464630127
863,1.0488206148147583
864,1.0465422868728638
865,1.0481468439102173
866,1.049462080001831
867,1.0475949048995972
868,1.0469917058944702
869,1.045982003211975
870,1.0479328632354736
871,1.04676353931427
872,1.0474183559417725
873,1.0477885007858276
874,1.0473552942276
875,1.0461647510528564
876,1.0452277660369873
877,1.0457478761672974
878,1.0464434623718262
879,1.0479780435562134
880,1.0479834079742432
881,1.0476728677749634
882,1.0473644733428955
883,1.0473320484161377
884,1.0458331108093262
885,1.0450835227966309
886,1.0462650060653687
887,1.0452946424484253
888,1.0467734336853027
889,1.0471956729888916
890,1.0463117361068726
891,1.0463390350341797
892,1.047409176826477
893,1.0452109575271606
894,1.0459303855895996
895,1.0470112562179565
896,1.0471858978271484
897,1.0461087226867676
898,1.0442548990249634
899,1.04575777053833
900,1.0467331409454346
901,1.047448992729187
902,1.044662356376648
903,1.0459141731262207
904,1.0458377599716187
905,1.0471986532211304
906,1.0472103357315063
907,1.0426549911499023
908,1.0435519218444824
909,1.0460001230239868
910,1.0470019578933716
911,1.0466530323028564
912,1.0455752611160278
913,1.047680139541626
914,1.0463132858276367
915,1.0452630519866943
916,1.0432870388031006
917,1.0443207025527954
918,1.0463227033615112
919,1.0441300868988037
920,1.0451079607009888
921,1.0452709197998047
922,1.0450692176818848
923,1.0439105033874512
924,1.0473343133926392
925,1.044536828994751
926,1.0453907251358032
927,1.0451641082763672
928,1.0437132120132446
929,1.0465044975280762
930,1.044406771659851
931,1.0448503494262695
932,1.0444951057434082
933,1.0463677644729614
934,1.0449821949005127
935,1.0464662313461304
936,1.0441033840179443
937,1.0417710542678833
938,1.044749140739441
939,1.0456397533416748
940,1.043458342552185
941,1.0466641187667847
942,1.0476123094558716
943,1.0428422689437866
944,1.0450321435928345
945,1.0447473526000977
946,1.0440970659255981
947,1.0417728424072266
948,1.0452892780303955
949,1.0455212593078613
950,1.0433523654937744
951,1.0454652309417725
952,1.044171929359436
953,1.0441503524780273
954,1.044585108757019
955,1.044514775276184
956,1.0437297821044922
957,1.0435407161712646
958,1.044097661972046
959,1.044129490852356
960,1.0422579050064087
961,1.044316053390503
962,1.0439547300338745
963,1.0441246032714844
964,1.0419013500213623
965,1.0440140962600708
966,1.0424237251281738
967,1.043047547340393
968,1.042778730392456
969,1.0417996644973755
970,1.0438127517700195
971,1.0420589447021484
972,1.0420736074447632
973,1.0439317226409912
974,1.0448572635650635
975,1.0425175428390503
976,1.0416055917739868
977,1.0412017107009888
978,1.0421462059020996
979,1.042461633682251
980,1.0431162118911743
981,1.0432522296905518
982,1.0405187606811523
983,1.044390082359314
984,1.04196298122406
985,1.0429341793060303
986,1.0430855751037598
987,1.0414129495620728
988,1.0423696041107178
989,1.044083595275879
990,1.0425900220870972
991,1.0419880151748657
992,1.0413397550582886
993,1.0417041778564453
994,1.0422372817993164
995,1.0431944131851196
996,1.0429633855819702
997,1.0418815612792969
998,1.0414340496063232
999,1.0404270887374878
1000,1.0408729314804077
1001,1.0406646728515625
1002,1.0417677164077759
1003,1.0419481992721558
1004,1.0424600839614868
1005,1.044047474861145
1006,1.0398484468460083
1007,1.0418933629989624
1008,1.0410529375076294
1009,1.0435872077941895
1010,1.0419126749038696
1011,1.043087124824524
1012,1.042380452156067
1013,1.0412451028823853
1014,1.0417141914367676
1015,1.0414466857910156
1016,1.0425468683242798
1017,1.039595603942871
1018,1.0398283004760742
1019,1.0404961109161377
1020,1.0430397987365723
1021,1.041288137435913
1022,1.0393952131271362
1023,1.0416351556777954
1024,1.0412172079086304
1025,1.0413291454315186
1026,1.0418349504470825
1027,1.0401839017868042
1028,1.040086030960083
1029,1.0410319566726685
1030,1.0407618284225464
1031,1.042765498161316
1032,1.0403269529342651
1033,1.0416417121887207
1034,1.040230393409729
1035,1.041230320930481
1036,1.040758728981018
1037,1.0400913953781128
1038,1.038968801498413
1039,1.0393110513687134
1040,1.0392100811004639
1041,1.0426700115203857
1042,1.0402151346206665
1043,1.03948974609375
1044,1.040579080581665
1045,1.0391114950180054
1046,1.0369911193847656
1047,1.0387988090515137
1048,1.039914846420288
1049,1.0397825241088867
1050,1.0411442518234253
1051,1.0388535261154175
1052,1.03751802444458
1053,1.0382328033447266
1054,1.0404844284057617
1055,1.037476897239685
1056,1.0405638217926025
1057,1.0387581586837769
1058,1.0379585027694702
1059,1.0377843379974365
1060,1.0407235622406006
1061,1.042033314704895
1062,1.0403296947479248
1063,1.0402281284332275
1064,1.0361064672470093
1065,1.0409655570983887
1066,1.0410864353179932
1067,1.0389213562011719
1068,1.0400065183639526
1069,1.0374915599822998
1070,1.0401450395584106
1071,1.0387976169586182
1072,1.0373280048370361
1073,1.036936640739441
1074,1.0388038158416748
1075,1.0370519161224365
1076,1.0383778810501099
1077,1.0378042459487915
1078,1.0396981239318848
1079,1.040065884590149
1080,1.0378011465072632
1081,1.0379096269607544
1082,1.0360854864120483
1083,1.036165475845337
1084,1.0387660264968872
1085,1.0362532138824463
1086,1.039345383644104
1087,1.0390697717666626
1088,1.0383176803588867
1089,1.0369304418563843
1090,1.038305401802063
1091,1.039739966392517
1092,1.0365699529647827
1093,1.0373097658157349
1094,1.0381687879562378
1095,1.0404589176177979
1096,1.0361497402191162
1097,1.037047266960144
1098,1.0336600542068481
1099,1.0390843152999878
1100,1.0377854108810425
1101,1.036706566810608
1102,1.038421630859375
1103,1.0361748933792114
1104,1.0346447229385376
1105,1.0377026796340942
1106,1.0377659797668457
1107,1.0372236967086792
1108,1.0384446382522583
1109,1.0360382795333862
1110,1.0382258892059326
1111,1.0365533828735352
1112,1.0361469984054565
1113,1.0369056463241577
1114,1.037030816078186
1115,1.0349624156951904
1116,1.036609172821045
1117,1.0355136394500732
1118,1.0376664400100708
1119,1.035256266593933
1120,1.0371137857437134
1121,1.0371993780136108
1122,1.0373644828796387
1123,1.0363043546676636
1124,1.037661075592041
1125,1.0354896783828735
1126,1.0364086627960205
1127,1.0385123491287231
1128,1.0384440422058105
1129,1.034990668296814
1130,1.0355868339538574
1131,1.034300446510315
1132,1.0384916067123413
1133,1.0371583700180054
1134,1.0339816808700562
1135,1.0344759225845337
1136,1.0359323024749756
1137,1.0350943803787231
1138,1.035470724105835
1139,1.0349063873291016
1140,1.0361766815185547
1141,1.0353455543518066
1142,1.032548427581787
1143,1.0340874195098877
1144,1.0342551469802856
1145,1.037493348121643
1146,1.0365759134292603
1147,1.033466100692749
1148,1.0336267948150635
1149,1.0360031127929688
1150,1.037354588508606
1151,1.0328434705734253
1152,1.034166932106018
1153,1.0337640047073364
1154,1.0345057249069214
1155,1.035176157951355
1156,1.03561270236969
1157,1.0327948331832886
1158,1.0338644981384277
1159,1.0336804389953613
1160,1.0339685678482056
1161,1.0340105295181274
1162,1.0342670679092407
1163,1.034726619720459
1164,1.0367722511291504
1165,1.0325225591659546
1166,1.0322269201278687
1167,1.0334023237228394
1168,1.0332340002059937
1169,1.03230619430542
1170,1.0328481197357178
1171,1.0323565006256104
1172,1.0351018905639648
1173,1.0326745510101318
1174,1.033023476600647
1175,1.0336683988571167
1176,1.0328335762023926
1177,1.035622477531433
1178,1.0353825092315674
1179,1.0321687459945679
1180,1.0340512990951538
1181,1.0339750051498413
1182,1.034587025642395
1183,1.0354890823364258
1184,1.02932608127594
1185,1.0335654020309448
1186,1.0344732999801636
1187,1.0301882028579712
1188,1.031994104385376
1189,1.0344290733337402
1190,1.032680869102478
1191,1.0323139429092407
1192,1.0299454927444458
1193,1.034148097038269
1194,1.0323188304901123
1195,1.0333467721939087
1196,1.0331569910049438
1197,1.0299102067947388
1198,1.0297486782073975
1199,1.0344548225402832
1200,1.031749963760376
1201,1.0316228866577148
1202,1.030970811843872
1203,1.033056378364563
1204,1.0315920114517212
1205,1.0314433574676514
1206,1.0345858335494995
1207,1.0359317064285278
1208,1.0296841859817505
1209,1.0335237979888916
1210,1.030428409576416
1211,1.0311222076416016
1212,1.0321567058563232
1213,1.034273624420166
1214,1.031975269317627
1215,1.0321228504180908
1216,1.0324686765670776
1217,1.031200647354126
1218,1.0297447443008423
1219,1.033096432685852
1220,1.0358388423919678
1221,1.0330159664154053
1222,1.028800368309021
1223,1.0299781560897827
1224,1.0316671133041382
1225,1.032289743423462
1226,1.0303373336791992
1227,1.0327634811401367
1228,1.0307260751724243
1229,1.0313295125961304
1230,1.0284419059753418
1231,1.0295863151550293
1232,1.0304124355316162
1233,1.029443621635437
1234,1.0310264825820923
1235,1.0294235944747925
1236,1.0298879146575928
1237,1.030282974243164
1238,1.0308820009231567
1239,1.0279123783111572
1240,1.0318231582641602
1241,1.0276217460632324
1242,1.0282108783721924
1243,1.0309251546859741
1244,1.0295326709747314
1245,1.0272384881973267
1246,1.0318890810012817
1247,1.0292476415634155
1248,1.029463291168213
1249,1.0285180807113647
1250,1.0327425003051758
1251,1.0300897359848022
1252,1.0319302082061768
1253,1.0286858081817627
1254,1.0289524793624878
1255,1.0304471254348755
1256,1.0309054851531982
1257,1.0292621850967407
1258,1.029511570930481
1259,1.03058660030365
1260,1.0276867151260376
1261,1.0287929773330688
1262,1.0313142538070679
1263,1.027400255203247
1264,1.0309867858886719
1265,1.029725432395935
1266,1.0295623540878296
1267,1.0282782316207886
1268,1.0286763906478882
1269,1.0287126302719116
1270,1.032084345817566
