,0
0,0.289875328540802
1,0.29191744327545166
2,0.297184020280838
3,0.30642732977867126
4,0.30771711468696594
5,0.3075021505355835
6,0.32276439666748047
7,0.3214746415615082
8,0.33039551973342896
9,0.32674118876457214
10,0.3260962963104248
11,0.3342648446559906
12,0.3387790322303772
13,0.3407136797904968
14,0.3586629331111908
15,0.3556534945964813
16,0.36758384108543396
17,0.36478933691978455
18,0.3708082437515259
19,0.3732803165912628
20,0.3809114396572113
21,0.384888231754303
22,0.3868228793144226
23,0.39735597372055054
24,0.38929492235183716
25,0.39918315410614014
26,0.4006878733634949
27,0.4065993130207062
28,0.4172399044036865
29,0.4203568398952484
30,0.4244410991668701
31,0.42540842294692993
32,0.42863285541534424
33,0.4226139187812805
34,0.43368443846702576
35,0.4316422939300537
36,0.43368443846702576
37,0.44185295701026917
38,0.43852105736732483
39,0.43400686979293823
40,0.44453999400138855
41,0.4423903822898865
42,0.44368013739585876
43,0.4452923536300659
44,0.44894668459892273
45,0.4505589008331299
46,0.4492691457271576
47,0.44808685779571533
48,0.45131126046180725
49,0.45260104537010193
50,0.4582975208759308
51,0.45270851254463196
52,0.4516336917877197
53,0.4518486559391022
54,0.45550301671028137
55,0.4537833333015442
56,0.46044713258743286
57,0.46001720428466797
58,0.4584049880504608
59,0.4595872759819031
60,0.4602321684360504
61,0.4588349163532257
62,0.4623817801475525
63,0.4596947431564331
64,0.46044713258743286
65,0.4614144563674927
66,0.46001720428466797
67,0.46087703108787537
68,0.45851245522499084
69,0.45990970730781555
70,0.4637790322303772
71,0.46345657110214233
72,0.4628117084503174
73,0.4618443548679352
74,0.4610919952392578
75,0.4623817801475525
76,0.4629191756248474
77,0.4628117084503174
78,0.4642089307308197
79,0.4619518518447876
80,0.46259674429893494
81,0.46216681599617004
82,0.4643164277076721
83,0.4646388590335846
84,0.4656061828136444
85,0.46442389488220215
86,0.4618443548679352
87,0.46259674429893494
88,0.46313413977622986
89,0.46313413977622986
90,0.46528375148773193
91,0.4619518518447876
92,0.46582114696502686
93,0.4637790322303772
94,0.4642089307308197
95,0.4657136797904968
96,0.4650687873363495
97,0.4638864994049072
98,0.4650687873363495
99,0.46399396657943726
100,0.46496132016181946
101,0.4646388590335846
102,0.4651762545108795
103,0.46442389488220215
104,0.4657136797904968
105,0.4661436080932617
106,0.4642089307308197
107,0.4661436080932617
108,0.46485382318496704
109,0.4646388590335846
110,0.4665735065937042
111,0.46625107526779175
112,0.4654987156391144
113,0.46496132016181946
114,0.46496132016181946
115,0.4665735065937042
116,0.4668959677219391
117,0.46721839904785156
118,0.4660361111164093
119,0.46754083037376404
120,0.46625107526779175
121,0.46668100357055664
122,0.4665735065937042
123,0.4657136797904968
124,0.4661436080932617
125,0.4661436080932617
126,0.46496132016181946
127,0.4659286439418793
128,0.4670034348964691
129,0.46625107526779175
130,0.46678847074508667
131,0.46528375148773193
132,0.4663585424423218
133,0.4651762545108795
134,0.46721839904785156
135,0.46678847074508667
136,0.4657136797904968
137,0.4660361111164093
138,0.4657136797904968
139,0.4650687873363495
140,0.4659286439418793
141,0.467325896024704
142,0.4659286439418793
143,0.4661436080932617
144,0.4656061828136444
145,0.4665735065937042
146,0.4661436080932617
147,0.46721839904785156
148,0.467325896024704
149,0.4670034348964691
150,0.46625107526779175
151,0.46582114696502686
152,0.46668100357055664
153,0.4664660394191742
154,0.4660361111164093
155,0.46678847074508667
156,0.4663585424423218
157,0.46764832735061646
158,0.46711093187332153
159,0.46582114696502686
160,0.46678847074508667
161,0.4668959677219391
162,0.4665735065937042
163,0.4670034348964691
164,0.4668959677219391
165,0.46721839904785156
166,0.46678847074508667
167,0.4661436080932617
168,0.46754083037376404
169,0.4668959677219391
170,0.4665735065937042
171,0.4661436080932617
172,0.46668100357055664
173,0.4663585424423218
174,0.46711093187332153
175,0.46668100357055664
176,0.46625107526779175
177,0.46625107526779175
178,0.4664660394191742
179,0.46711093187332153
180,0.46668100357055664
181,0.4677557945251465
182,0.46764832735061646
183,0.46754083037376404
184,0.46754083037376404
185,0.467433363199234
186,0.4668959677219391
187,0.46721839904785156
188,0.46625107526779175
189,0.46678847074508667
190,0.4670034348964691
191,0.467325896024704
192,0.46668100357055664
193,0.467433363199234
194,0.46754083037376404
195,0.4661436080932617
196,0.4670034348964691
197,0.467433363199234
198,0.46678847074508667
199,0.4670034348964691
200,0.4677557945251465
201,0.4663585424423218
202,0.4664660394191742
203,0.46678847074508667
204,0.46668100357055664
205,0.46711093187332153
206,0.467325896024704
207,0.46678847074508667
208,0.467433363199234
209,0.46711093187332153
210,0.46711093187332153
211,0.4663585424423218
212,0.467433363199234
213,0.46711093187332153
214,0.467325896024704
215,0.46721839904785156
216,0.46678847074508667
217,0.46678847074508667
218,0.4670034348964691
219,0.46625107526779175
220,0.46711093187332153
221,0.46754083037376404
222,0.4670034348964691
